title,date_released,original_price,discount_price,review
Chess Valley,4-Feb-21,3,1.5,Positive<br>94% of the 19 user reviews for this game are positive.
BLACKBODY THEORY OF MOTION,10-Nov-20,3,1.5, 
Fear in The Modern House - CH3,8-Oct-21,8.5,7.22, 
Sprint Racer,5-Feb-21,3,2.25, 
Catarro,17-Jun-21,8.5,5.95,Positive<br>94% of the 18 user reviews for this game are positive.
Uncle Ted,9-Mar-21,10.5,1.57, 
House of Evil,20-Dec-17,10.5,2.1,Mostly Negative<br>38% of the 26 user reviews for this game are positive.
BAL Solid,23-Jul-20,3,1.5, 
Stacker Puzzle,19-Oct-20,3,1.95,Positive<br>100% of the 12 user reviews for this game are positive.
Chains,1-Jul-09,12,2.4,Mostly Positive<br>73% of the 393 user reviews for this game are positive.
Endless mahjong,22-Aug-21,12.5,1.5, 
The Mummy Pharaoh,9-Oct-18,3,1.5, 
Armored,2-Jun-21,5.5,2.2, 
Daylife in Japan - Pixel Art Jigsaw Puzzle,26-Oct-19,5.5,3.3,Very Positive<br>90% of the 55 user reviews for this game are positive.
Snowboarding,21-Jun-21,5.5,2.2, 
Hollywood Hero,8-Dec-20,8.5,1.53, 
Dungeon of Trials,25-Jun-20,8.5,2.12, 
ANIME Street Fight,6-Mar-21,5.5,2.75, 
Zen Chess: Champion's Moves,1-Oct-19,3,1.8,Mostly Positive<br>76% of the 17 user reviews for this game are positive.
JQ: dogs & cats,20-Mar-18,2.96,1.5,Positive<br>89% of the 47 user reviews for this game are positive.
Moving Letters,16-Oct-20,5.5,2.09, 
AtmaSphere,2-Feb-18,3.5,1.5,Very Positive<br>82% of the 113 user reviews for this game are positive.
POG 3,12-Jun-21,5.5,1.54, 
6120,19-Apr-19,12.5,3.12,Mostly Negative<br>38% of the 21 user reviews for this game are positive.
Magnetic: Cage Closed,26-May-15,31,3.1,Mixed<br>67% of the 244 user reviews for this game are positive.
Drunk ride,21-Oct-19,3,1.5, 
Jigsaw With Animals,15-Aug-21,23.5,2.35, 
Dangerous Chris,10-Apr-21,3,1.65, 
Avoid!,15-Feb-21,3,1.65, 
Alien Cat 5,21-Jul-20,8.5,1.53, 
Break It Down,20-Feb-21,17.5,4.02, 
DuckMan,17-Apr-21,10.5,1.57, 
Five Steps From Hell,9-Jul-20,3,1.65, 
JQ: cosmos,18-Apr-19,3,1.5,Positive<br>84% of the 19 user reviews for this game are positive.
Choco Pixel 2,3-Feb-20,5.5,1.54, 
Fantasy Dungeon,13-Apr-21,8.5,1.53, 
BAFF 3,31-Aug-19,5.5,1.54, 
Planet destroyer,28-Oct-19,3,1.5, 
Space Pilgrim Academy: Year 2,20-Apr-18,5.5,2.75,Positive<br>94% of the 37 user reviews for this game are positive.
Prince Of Wallachia,28-Apr-21,8.5,1.7, 
Data mining 8,5-Jun-20,5.5,1.54, 
Choco Pixel 4,7-Apr-20,5.5,1.54, 
Infinite Brick Breaker,8-Jun-21,3,1.65, 
Crash Race,23-Mar-21,3,1.65, 
Coolors,25-May-21,3,1.65, 
Chocolate makes you happy: Valentine's Day,15-Jan-19,3,1.5, 
LIFESPAWN,13-Sep-20,3,1.5, 
Danger Crew,6-May-19,23.5,9.4,Positive<br>100% of the 29 user reviews for this game are positive.
Forest Problems,6-Oct-20,9.99,1.59, 
Robo Terror,4-Jul-20,8.5,1.53, 
Dangerous Zone,8-Jul-20,8.5,1.53, 
Cursed Mummies,3-Jul-20,8.5,1.53, 
Fast Food Simulator,11-Nov-20,5.5,1.54, 
Factory of Sweets,8-Jul-20,5.5,1.54, 
Zball IV,22-Sep-20,5.5,1.54, 
GraFi 2,6-Jun-19,5.5,1.54, 
urban fight - endless,30-Aug-21,3,1.83, 
High School of Memories,7-Oct-20,23.5,7.05, 
SOS Survival,31-Oct-18,23.5,7.05,Mixed<br>41% of the 17 user reviews for this game are positive.
Underground Keeper,15-Aug-16,23.5,5.87,Mixed<br>68% of the 35 user reviews for this game are positive.
ZenFarm,18-Feb-21,5.5,1.54, 
The Story Matters III,,29.25,4.03,Very Positive<br>88% of the 520 user reviews for games in this bundle are positive.
Chamber of Darkness,10-Oct-18,7,1.54,Mixed<br>41% of the 29 user reviews for this game are positive.
Happy Empire - A Bouquet for the Princess,14-Jan-18,12.5,3.75,Mixed<br>62% of the 64 user reviews for this game are positive.
Puzzle Chambers,1-Dec-17,6,1.5,Positive<br>86% of the 43 user reviews for this game are positive.
Clessidra,15-Jun-21,12.5,6.25, 
StOoPiD Puzzle Game,23-Jul-21,5.5,3.85, 
TenebriS,23-Dec-20,36,3.6, 
Panda in the clouds,23-Aug-21,5.5,3.57,Positive<br>100% of the 11 user reviews for this game are positive.
STALINGRAD ABATIS,21-Sep-18,3,1.5,Mixed<br>43% of the 16 user reviews for this game are positive.
Data mining,6-Aug-18,5.5,1.54,Mixed<br>50% of the 10 user reviews for this game are positive.
aMAZE St.Patrick,1-Feb-19,3,1.5,Positive<br>84% of the 13 user reviews for this game are positive.
CityPunk,19-Feb-21,3,1.8, 
Artifacting,3-Jun-21,5.5,2.75, 
One Pixel,28-Feb-21,3,1.65,Positive<br>95% of the 24 user reviews for this game are positive.
Eyewitness Hopper,10-May-21,3,1.65, 
Viking Warrior,19-Jan-21,10.5,1.57,Negative<br>0% of the 12 user reviews for this game are positive.
Air Hunter,20-Aug-21,12.5,1.5, 
Chocolate makes you happy: St.Patrick's Day,6-Feb-19,3,1.5, 
Ne Padai!,17-Apr-19,5.5,1.54,Mixed<br>66% of the 18 user reviews for this game are positive.
Elite Commander,1-Dec-20,3,1.5,Mixed<br>51% of the 27 user reviews for this game are positive.
Dodge,29-Jun-21,3,1.65, 
Contrast Tunnel,16-Mar-21,3,1.65, 
Choco Pixel,11-Dec-19,5.5,1.54, 
Choco Pixel D,28-Dec-20,5.5,1.54, 
GraFi St.Patrick,14-Mar-20,5.5,1.54, 
aMAZE Gears 3,18-Feb-21,5.5,1.54, 
GraFi Easter,16-Apr-20,5.5,1.54, 
GraFi 3,10-Aug-19,5.5,1.54, 
BAFF 4,25-Sep-19,5.5,1.54, 
Spooky Squid Games + Soundtracks Bundle,,79.5,24.46,"Very Positive<br>86% of the 2,123 user reviews for games in this bundle are positive."
Small Moons Collection,,32,24.97,Very Positive<br>95% of the 190 user reviews for games in this bundle are positive.
Infernal Dream Collection,,67.5,12.3,Mostly Negative<br>34% of the 911 user reviews for games in this bundle are positive.
Work Your Way Bundle,,78,49.92,Mixed<br>66% of the 817 user reviews for games in this bundle are positive.
CUTE ANIME GIRLS,,83,56.17,"Mostly Positive<br>75% of the 4,326 user reviews for games in this bundle are positive."
Override 2: Super Mech League - Ultraman Edition,,80,21.12,Mixed<br>64% of the 54 user reviews for games in this bundle are positive.
"Vocabulary, Hiragana & Katakana",,36.5,20.39,Very Positive<br>89% of the 73 user reviews for games in this bundle are positive.
BattleRush - Full Pack,,64,19.2,Mixed<br>64% of the 555 user reviews for games in this bundle are positive.
